Rating,Reviews,Size,Installs,Price
4.7,1677.0,40.0,100000,0.0
4.4,757.0,10.0,10000,0.0
3.5,115.0,9.1,10000,0.0
3.3,125.0,4.7,5000,0.0
4.5,9952.0,38.0,500000,0.0
4.2,21.0,6.7,5000,0.0
5.0,15.0,37.0,1000,0.0
4.7,3596.0,7.8,10000,0.0
4.4,1006.0,19.0,50000,0.0
4.4,5968.0,5.7,1000000,0.0
4.6,4895.0,35.0,100000,0.0
4.3,125257.0,17.0,10000000,0.0
4.3,158679.0,8.8,5000000,0.0
4.3,4187998.0,16.0,100000000,0.0
4.3,659395.0,11.0,100000000,0.0
4.3,4785892.0,11.0,500000000,0.0
4.3,30209.0,15.0,5000000,0.0
4.0,36901.0,6.6,5000000,0.0
4.3,192948.0,6.6,10000000,0.0
3.9,13698.0,5.1,10000000,0.0
3.6,20769.0,18.0,1000000,0.0
4.4,36880.0,4.0,1000000,0.0
4.4,615381.0,37.0,10000000,0.0
4.2,33053.0,22.0,5000000,0.0
4.4,3648120.0,3.3,100000000,0.0
4.4,136662.0,32.0,10000000,0.0
3.9,42370.0,37.0,1000000,0.0
4.4,2939.0,17.0,100000,0.0
3.9,40751.0,35.0,10000000,0.0
4.5,17712922.0,40.0,500000000,0.0
3.7,25021.0,61.0,5000000,0.0
4.3,27187.0,66.0,5000000,0.0
4.3,4785988.0,11.0,500000000,0.0
4.0,122498.0,0.079,10000000,0.0
4.1,132014.0,25.0,10000000,0.0
4.2,83239.0,14.0,5000000,0.0
4.4,2876500.0,24.0,100000000,0.0
4.1,28238.0,17.0,1000000,0.0
4.3,335646.0,8.3,10000000,0.0
4.5,349384.0,8.2,10000000,0.0
4.3,37320.0,8.4,1000000,0.0
4.4,36893.0,4.0,1000000,0.0
4.2,15880.0,32.0,1000000,0.0
4.6,2264916.0,6.1,50000000,0.0
4.2,42925.0,2.8,1000000,0.0
4.4,3648480.0,3.3,100000000,0.0
4.5,17714850.0,40.0,500000000,0.0
4.1,13100.0,2.2,1000000,0.0
4.1,55098.0,4.3,1000000,0.0
4.3,1133501.0,4.7,10000000,0.0
4.1,12578.0,2.3,500000,0.0
4.2,10965.0,2.3,500000,0.0
4.2,190613.0,11.0,10000000,0.0
4.2,125232.0,2.7,10000000,0.0
4.2,83239.0,14.0,5000000,0.0
4.3,72065.0,13.0,1000000,0.0
4.4,27540.0,3.7,1000000,0.0
4.2,104990.0,10.0,5000000,0.0
4.4,177703.0,13.0,10000000,0.0
4.1,17529.0,10.0,1000000,0.0
4.2,177263.0,13.0,10000000,0.0
4.8,237468.0,8.8,1000000,0.0
4.4,32254.0,5.5,1000000,0.0
4.4,483565.0,20.0,10000000,0.0
4.4,552441.0,29.0,10000000,0.0
4.4,93825.0,11.0,5000000,0.0
4.2,15287.0,17.0,1000000,0.0
4.5,205739.0,17.0,5000000,0.0
4.0,9498.0,0.118,1000000,0.0
4.3,4188142.0,16.0,100000000,0.0
4.2,88427.0,5.1,5000000,0.0
4.6,183374.0,44.0,1000000,0.0
4.1,20901.0,7.3,1000000,0.0
4.0,122595.0,30.0,1000000,0.0
4.2,124346.0,0.695,10000000,0.0
4.1,255.0,1.6,10000,0.0
4.3,41420.0,19.0,5000000,0.0
4.3,4785988.0,11.0,500000000,0.0
4.1,29208.0,23.0,1000000,0.0
4.6,191032.0,26.0,5000000,0.0
2.6,57.0,6.2,1000,6.99
3.5,2.0,17.0,100,7.99
4.1,285726.0,15.0,10000000,0.0
4.1,2556.0,56.0,100000,0.0
4.2,7779.0,12.0,500000,0.0
4.5,61637.0,11.0,5000000,0.0
4.4,12632.0,29.0,1000000,0.0
4.0,48845.0,40.0,1000000,0.0
3.1,31320.0,53.0,5000000,0.0
4.4,172460.0,3.1,5000000,0.0
4.2,4195.0,24.0,100000,0.0
4.1,11633.0,23.0,500000,0.0
3.9,10212.0,5.0,1000000,0.0
4.3,37053.0,44.0,1000000,0.0
4.4,667.0,27.0,10000,0.0
3.5,13202.0,6.1,1000000,0.0
3.3,1157.0,21.0,100000,0.0
4.5,212626.0,11.0,10000000,0.0
4.4,222888.0,21.0,1000000,0.0
4.1,2067.0,24.0,100000,0.0
3.9,1643.0,31.0,500000,0.0
3.9,105.0,27.0,5000,0.0
3.6,3414.0,6.2,500000,0.0
3.6,11806.0,12.0,1000000,0.0
3.4,1999.0,8.0,100000,0.0
4.2,22544.0,5.9,1000000,0.0
4.1,97684.0,7.9,1000000,0.0
3.4,2519.0,5.0,100000,0.0
3.0,1146.0,1.4,100000,0.0
4.6,13046.0,13.0,500000,0.0
4.1,17268.0,40.0,500000,0.0
3.9,8722.0,13.0,500000,0.0
1.9,953.0,19.0,100000,0.0
3.5,2593.0,5.0,500000,0.0
2.5,5377.0,19.0,500000,0.0
3.9,852.0,27.0,100000,0.0
3.4,212.0,3.0,50000,0.0
3.5,1972.0,13.0,1000000,0.0
4.4,35206.0,7.2,1000000,0.0
3.8,5164.0,25.0,100000,0.0
2.5,277.0,5.7,100000,0.0
2.8,80.0,5.5,10000,0.0
4.2,40035.0,6.5,1000000,0.0
3.5,1093.0,5.8,100000,0.0
3.3,1601.0,3.8,500000,0.0
4.1,2212.0,41.0,100000,0.0
4.2,57081.0,7.9,1000000,0.0
3.5,241.0,2.8,50000,0.0
4.2,63986.0,20.0,5000000,0.0
4.4,7888.0,15.0,500000,0.0
4.1,535.0,28.0,100000,0.0
4.2,5084.0,9.6,100000,0.0
4.3,2430.0,13.0,500000,0.0
4.1,285726.0,15.0,10000000,0.0
4.0,48845.0,40.0,1000000,0.0
4.1,2556.0,56.0,100000,0.0
4.2,7779.0,12.0,500000,0.0
3.0,837.0,9.4,100000,0.0
4.4,12632.0,29.0,1000000,0.0
4.5,61637.0,11.0,5000000,0.0
2.5,5377.0,19.0,500000,0.0
4.1,11633.0,23.0,500000,0.0
4.0,738.0,27.0,10000,0.0
1.9,953.0,19.0,100000,0.0
3.3,4631.0,45.0,100000,0.0
4.4,222888.0,21.0,1000000,0.0
4.1,17268.0,40.0,500000,0.0
3.8,5164.0,25.0,100000,0.0
4.1,4953.0,15.0,1000000,0.0
4.2,4195.0,24.0,100000,0.0
4.5,212626.0,11.0,10000000,0.0
3.7,1439.0,38.0,50000,0.0
3.9,1645.0,31.0,500000,0.0
3.5,13204.0,6.1,1000000,0.0
3.9,853.0,27.0,100000,0.0
4.0,337.0,32.0,10000,0.0
4.6,13049.0,13.0,500000,0.0
4.0,51698.0,63.0,1000000,0.0
4.1,923.0,44.0,100000,0.0
3.3,149.0,16.0,10000,0.0
4.4,198.0,28.0,10000,0.0
4.2,22545.0,5.9,1000000,0.0
3.9,8723.0,13.0,500000,0.0
4.3,23170.0,9.0,500000,0.0
3.4,13890.0,20.0,500000,0.0
4.2,57083.0,7.9,1000000,0.0
4.1,537.0,28.0,100000,0.0
4.0,13440.0,49.0,500000,0.0
3.6,143.0,27.0,10000,0.0
4.2,1059.0,18.0,100000,0.0
3.5,894.0,14.0,100000,0.0
4.0,6191.0,27.0,500000,0.0
4.1,2212.0,41.0,100000,0.0
4.1,15081.0,38.0,1000000,0.0
2.8,80.0,5.5,10000,0.0
4.4,218.0,27.0,10000,0.0
4.4,35205.0,7.2,1000000,0.0
4.2,243950.0,21.0,10000000,0.0
4.1,236.0,8.8,10000,0.0
4.2,5152.0,38.0,100000,0.0
4.1,6701.0,11.0,1000000,0.0
4.2,40039.0,6.5,1000000,0.0
3.9,742.0,26.0,50000,0.0
4.0,187.0,19.0,10000,0.0
4.2,2506.0,6.1,500000,0.0
4.5,182986.0,77.0,5000000,0.0
3.9,8661.0,9.5,1000000,0.0
3.6,8.0,14.0,1000,0.0
4.4,59.0,38.0,5000,0.0
3.5,35.0,16.0,1000,0.0
4.4,28.0,3.4,500,0.0
4.8,125.0,4.7,5000,0.0
4.6,185.0,5.0,10000,0.0
4.7,6.0,4.9,100,0.0
4.8,110.0,4.9,10000,0.0
2.7,3.0,3.9,100,0.0
5.0,5.0,4.4,1000,0.0
4.8,84.0,4.5,1000,0.0
5.0,2.0,70.0,100,0.0
4.8,20.0,4.9,500,0.0
4.9,776.0,4.9,5000,0.0
3.0,2.0,16.0,100,0.0
4.7,14.0,21.0,5000,0.0
1.0,1.0,9.2,10,0.0
5.0,5.0,9.3,500,0.0
4.7,18.0,5.0,500,0.0
5.0,6.0,5.0,100,0.0
5.0,5.0,5.0,100,0.0
3.0,1.0,5.5,500,0.0
4.1,11.0,11.0,1000,0.0
5.0,3.0,25.0,100,0.0
3.7,101.0,15.0,10000,0.0
4.5,120.0,10.0,500,0.0
4.2,24.0,4.9,1000,0.0
4.3,6.0,9.0,100,0.0
4.1,4954.0,15.0,1000000,0.0
1.9,954.0,19.0,100000,0.0
4.1,2560.0,56.0,100000,0.0
4.4,59.0,38.0,5000,0.0
3.9,10212.0,5.0,1000000,0.0
3.9,105.0,27.0,5000,0.0
4.4,28.0,3.4,500,0.0
4.7,6.0,4.9,100,0.0
3.8,5168.0,25.0,100000,0.0
4.4,12633.0,29.0,1000000,0.0
4.4,41605.0,8.1,500000,0.0
3.6,8.0,14.0,1000,0.0
4.4,218.0,27.0,10000,0.0
2.7,3.0,3.9,100,0.0
4.3,2433.0,13.0,500000,0.0
4.6,185.0,5.0,10000,0.0
2.8,80.0,5.5,10000,0.0
3.5,35.0,16.0,1000,0.0
3.4,5.0,14.0,500,0.0
4.8,125.0,4.7,5000,0.0
4.7,791.0,3.7,10000,0.0
4.8,110.0,4.9,10000,0.0
4.8,5323.0,3.5,50000,0.0
4.7,478.0,4.5,10000,0.0
3.5,69.0,36.0,5000,0.0
4.7,158.0,4.5,10000,0.0
3.8,24.0,19.0,1000,0.0
2.9,53.0,14.0,10000,0.0
4.5,182986.0,77.0,5000000,0.0
3.3,1157.0,21.0,100000,0.0
4.1,97699.0,7.9,1000000,0.0
4.6,181893.0,18.0,10000000,0.0
4.7,2544.0,18.0,100000,0.0
4.6,85375.0,21.0,5000000,0.0
4.7,314299.0,3.3,10000000,0.0
4.5,9770.0,39.0,5000000,0.0
4.7,32346.0,3.2,1000000,0.0
4.8,4075.0,5.1,500000,0.0
4.6,10611.0,11.0,500000,0.0
4.6,9321.0,27.0,1000000,0.0
4.6,56065.0,37.0,1000000,0.0
4.9,133136.0,26.0,1000000,0.0
3.8,2469.0,11.0,500000,0.0
4.4,390.0,41.0,500000,0.0
4.4,1090.0,49.0,1000000,0.0
4.3,266948.0,21.0,10000000,0.0
4.5,342918.0,8.1,10000000,0.0
4.4,748.0,51.0,1000000,0.0
4.6,172640.0,14.0,5000000,0.0
3.9,61.0,18.0,50000,0.0
4.4,1619.0,3.0,1000000,0.0
4.3,3168.0,19.0,1000000,0.0
4.2,6736.0,22.0,1000000,0.0
4.4,7005.0,6.9,1000000,0.0
4.0,889.0,7.4,500000,0.0
4.2,5741.0,84.0,1000000,0.0
3.8,27572.0,25.0,5000000,0.0
4.5,10852.0,18.0,1000000,0.0
4.5,1929.0,2.5,500000,0.0
4.3,1516.0,3.9,100000,0.0
4.3,423.0,21.0,100000,0.0
4.7,254519.0,27.0,5000000,0.0
4.6,85375.0,21.0,5000000,0.0
4.6,181893.0,18.0,10000000,0.0
4.5,99020.0,18.0,1000000,0.0
4.6,32381.0,10.0,1000000,0.0
4.4,56897.0,97.0,1000000,0.0
4.2,8599.0,17.0,1000000,0.0
4.0,304.0,2.0,10000,0.0
4.1,358.0,1.9,50000,0.0
4.3,11904.0,1.8,1000000,0.0
4.3,22251.0,1.8,1000000,0.0
4.3,22384.0,17.0,1000000,0.0
4.5,99020.0,18.0,1000000,0.0
4.6,73404.0,5.3,1000000,0.0
4.6,25183.0,5.4,1000000,0.0
4.7,52743.0,5.4,1000000,0.0
4.7,61749.0,5.4,1000000,0.0
4.3,55704.0,15.0,1000000,0.0
4.7,19277.0,5.3,1000000,0.0
4.6,13612.0,48.0,100000,0.0
4.6,37862.0,5.4,1000000,0.0
4.6,18372.0,47.0,100000,0.0
4.3,656.0,0.556,10000,0.0
4.2,240.0,29.0,10000,0.0
4.0,275.0,2.3,50000,0.0
4.2,3692.0,4.4,100000,0.0
4.1,2363.0,6.6,100000,0.0
4.0,430.0,0.526,10000,0.0
4.5,756.0,12.0,100000,0.0
4.0,316.0,29.0,50000,0.0
4.6,85375.0,21.0,5000000,0.0
4.6,181893.0,18.0,10000000,0.0
4.5,99020.0,18.0,1000000,0.0
4.3,22384.0,17.0,1000000,0.0
4.6,32380.0,10.0,1000000,0.0
4.5,172505.0,76.0,5000000,0.0
4.2,8599.0,17.0,1000000,0.0
4.6,7973.0,18.0,1000000,0.0
4.3,266935.0,21.0,10000000,0.0
4.7,142632.0,6.9,5000000,0.0
4.4,55256.0,14.0,5000000,0.0
4.5,172508.0,76.0,5000000,0.0
4.4,54798.0,11.0,1000000,0.0
4.0,4815.0,19.0,500000,0.0
4.6,75112.0,6.5,1000000,0.0
4.4,33646.0,7.0,1000000,0.0
4.7,314300.0,3.3,10000000,0.0
4.3,206527.0,21.0,10000000,0.0
4.2,3816.0,2.6,500000,0.0
4.3,47847.0,21.0,1000000,0.0
4.3,16195.0,5.2,1000000,0.0
4.3,206.0,18.0,50000,0.0
4.2,3241.0,16.0,100000,0.0
4.0,835.0,15.0,100000,0.0
4.0,2525.0,1.2,100000,0.0
4.1,200058.0,18.0,10000000,0.0
3.9,1239.0,1.8,100000,0.0
4.1,702.0,7.6,10000,0.0
4.4,148550.0,59.0,10000000,0.0
4.0,3847.0,6.9,500000,0.0
4.4,55256.0,14.0,5000000,0.0
4.4,84309.0,41.0,5000000,0.0
4.0,4815.0,19.0,500000,0.0
4.5,172508.0,76.0,5000000,0.0
4.3,266948.0,21.0,10000000,0.0
4.5,14206.0,21.0,500000,0.0
4.3,206532.0,21.0,10000000,0.0
4.3,14700.0,21.0,1000000,0.0
4.6,37862.0,5.4,1000000,0.0
3.5,1405.0,7.3,100000,0.0
4.4,148549.0,59.0,10000000,0.0
4.4,84311.0,41.0,5000000,0.0
4.3,206532.0,21.0,10000000,0.0
4.5,172508.0,76.0,5000000,0.0
4.8,256079.0,7.6,1000000,0.0
4.1,16103.0,13.0,1000000,0.0
4.9,11.0,63.0,1000,3.99
4.7,21.0,44.0,1000,5.99
4.7,31085.0,24.0,500000,3.99
4.7,3528.0,24.0,100000,3.99
4.0,11656.0,4.5,1000000,0.0
4.3,296771.0,11.0,10000000,0.0
3.5,10939.0,4.6,10000000,0.0
4.6,22508.0,3.3,10000000,0.0
4.2,10291.0,6.5,5000000,0.0
3.8,6979.0,12.0,1000000,0.0
4.3,103078.0,5.6,5000000,0.0
4.4,17682.0,9.7,1000000,0.0
4.4,37000.0,15.0,1000000,0.0
3.7,1828284.0,52.0,100000000,0.0
4.4,46916.0,4.5,1000000,0.0
4.2,702975.0,49.0,50000000,0.0
4.2,32458.0,18.0,5000000,0.0
4.5,235496.0,13.0,10000000,0.0
4.7,11661.0,4.0,1000000,0.0
4.5,653008.0,16.0,10000000,0.0
4.5,23063.0,17.0,1000000,0.0
4.2,411683.0,24.0,50000000,0.0
4.2,501498.0,12.0,100000000,0.0
4.1,29690.0,78.0,1000000,0.0
4.2,613059.0,25.0,50000000,0.0
4.3,1633682.0,57.0,100000000,0.0
3.9,2646.0,9.1,100000,0.0
4.1,21867.0,39.0,1000000,0.0
4.5,653008.0,16.0,10000000,0.0
3.6,2639.0,8.5,100000,0.0
4.3,1511.0,12.0,100000,0.0
4.3,44550.0,72.0,1000000,0.0
4.2,501497.0,12.0,100000000,0.0
4.1,1033.0,16.0,100000,0.0
4.2,2442.0,9.6,100000,0.0
4.2,155234.0,22.0,1000000,0.0
4.5,12216.0,13.0,1000000,0.0
3.8,92058.0,12.0,10000000,0.0
3.0,493.0,23.0,50000,0.0
4.1,33387.0,20.0,1000000,0.0
4.2,123279.0,25.0,10000000,0.0
4.1,27424.0,17.0,1000000,0.0
4.0,29706.0,19.0,1000000,0.0
4.4,288150.0,21.0,5000000,0.0
4.2,14807.0,19.0,1000000,0.0
4.0,35928.0,19.0,1000000,0.0
4.3,64448.0,4.4,1000000,0.0
3.9,22378.0,19.0,1000000,0.0
4.2,501498.0,12.0,100000000,0.0
4.3,296829.0,11.0,10000000,0.0
3.8,92058.0,12.0,10000000,0.0
4.2,123279.0,25.0,10000000,0.0
4.4,288150.0,21.0,5000000,0.0
4.5,16372.0,13.0,500000,0.0
4.1,58028.0,17.0,5000000,0.0
4.1,33387.0,20.0,1000000,0.0
4.5,736864.0,20.0,10000000,0.0
4.0,29706.0,19.0,1000000,0.0
4.1,27424.0,17.0,1000000,0.0
3.6,1968.0,21.0,500000,0.0
3.8,35279.0,15.0,1000000,0.0
4.0,35931.0,19.0,1000000,0.0
4.2,14807.0,19.0,1000000,0.0
3.7,17247.0,7.2,1000000,0.0
3.8,87723.0,32.0,10000000,0.0
3.7,197774.0,44.0,10000000,0.0
3.9,8674.0,19.0,1000000,0.0
4.3,296771.0,11.0,10000000,0.0
4.2,123279.0,25.0,10000000,0.0
4.5,653008.0,16.0,10000000,0.0
4.1,33387.0,20.0,1000000,0.0
4.4,288150.0,21.0,5000000,0.0
4.1,115033.0,30.0,10000000,0.0
3.9,801.0,57.0,100000,0.0
4.0,29706.0,19.0,1000000,0.0
4.1,27424.0,17.0,1000000,0.0
3.8,35279.0,15.0,1000000,0.0
4.0,35931.0,19.0,1000000,0.0
3.9,22378.0,19.0,1000000,0.0
4.2,14807.0,19.0,1000000,0.0
3.7,197774.0,44.0,10000000,0.0
3.9,8674.0,19.0,1000000,0.0
4.2,8968.0,35.0,1000000,0.0
4.3,303.0,44.0,10000,0.0
4.3,1856.0,20.0,100000,0.0
4.6,50725.0,19.0,5000000,0.0
4.2,123279.0,25.0,10000000,0.0
4.5,1575.0,43.0,100000,0.0
4.2,23666.0,3.6,1000000,0.0
4.4,67554.0,7.7,1000000,0.0
4.2,38769.0,44.0,1000000,0.0
4.3,160164.0,12.0,10000000,0.0
4.6,3771.0,53.0,100000,2.99
4.3,256664.0,77.0,10000000,0.0
4.0,3782.0,9.5,100000,0.0
4.0,40113.0,36.0,5000000,0.0
